MALE_1,AGE_1,AGE_2,AGE_3,AGE_4,INCOME_0,INCOME_1,INCOME_2,FIRST_1,WHO_1,WHO_2,PURPOSE_1,PURPOSE_2,PURPOSE_3,LUGGAGE_1,LUGGAGE_2,GA_1,TRAIN_TT,TRAIN_HE,TRAIN_CO,SM_TT,SM_HE,SM_SEATS,SM_CO,CAR_TT,CAR_CO,CHOICE,CAR_AV
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0300000000000002,0.3,0.5,0.67,0.1,0.0,0.6,0.0,0.0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.01,1.2,1.21,0.58,0.3,0.0,1.62,0.0,0.0,0,0
1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2.06,0.3,0.8300000000000001,0.59,0.2,0.0,1.18,1.95,1.0,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.92,1.2,1.6300000000000001,0.51,0.1,0.0,1.98,0.72,0.6,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.95,0.6,0.89,0.88,0.2,0.0,1.03,1.6,1.43,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.41,0.6,0.76,0.61,0.1,0.0,0.91,0.8,0.7000000000000001,1,1
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.81,1.2,0.0,0.26,0.2,0.0,0.0,0.78,0.45,1,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0.89,0.3,0.22,0.34,0.1,0.0,0.26,0.56,0.4,2,1
1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1.51,0.3,0.74,0.93,0.3,0.0,0.84,1.43,0.6,2,1
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.31,0.6,1.53,0.75,0.2,0.0,1.67,1.69,0.85,1,1
0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2.0300000000000002,0.3,1.98,0.89,0.3,0.0,2.37,2.47,1.0,1,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.5500000000000003,0.3,1.53,1.76,0.1,0.0,1.62,1.4000000000000001,0.64,2,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.12,0.6,0.41000000000000003,1.6400000000000001,0.1,0.0,0.49,1.56,0.91,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.04,1.2,0.38,0.56,0.2,0.0,0.45,0.9,0.58,1,1
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.49,0.6,1.08,1.59,0.1,0.0,1.22,1.7,0.88,2,1
0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.54,0.6,0.0,0.32,0.1,0.0,0.0,0.65,0.78,0,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1.83,1.2,0.8300000000000001,0.88,0.3,0.0,0.9400000000000001,2.21,0.88,1,1
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.34,0.6,0.9,1.93,0.3,0.0,1.12,1.7,1.05,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.43,0.6,2.08,0.22,0.1,1.0,2.25,0.4,0.16,0,1
1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1.31,0.3,0.78,0.8,0.2,0.0,0.9,1.1,0.91,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.55,0.6,0.9500000000000001,1.18,0.2,1.0,1.03,0.0,0.0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.52,1.2,1.02,0.3,0.3,0.0,1.22,0.32,0.32,1,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2.23,0.6,0.79,1.18,0.1,0.0,0.91,2.4,1.16,2,1
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.8,1.2,0.0,0.31,0.2,0.0,0.0,0.0,0.0,1,0
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.21,0.6,0.79,1.48,0.2,0.0,0.9,2.0,1.43,1,1
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.89,0.6,0.6,0.31,0.2,0.0,0.68,0.56,0.36,2,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.78,0.6,0.72,0.31,0.1,1.0,0.84,1.1,0.4,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.36,0.3,0.9400000000000001,0.63,0.2,0.0,1.33,2.73,1.5,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.76,0.6,0.0,0.3,0.1,1.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1.41,1.2,0.0,0.62,0.3,1.0,0.0,0.9,0.55,1,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2.3000000000000003,0.6,0.9500000000000001,1.17,0.2,0.0,1.06,1.7,1.43,2,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2.65,1.2,0.8300000000000001,1.3,0.2,0.0,1.05,1.44,0.84,2,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.8000000000000003,0.6,0.68,1.7,0.3,0.0,0.8,2.73,1.0,2,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2.68,0.3,0.8300000000000001,1.3,0.1,0.0,1.0,0.0,0.0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.22,1.2,0.5,1.52,0.1,0.0,0.64,1.82,1.17,1,1
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.19,1.2,0.74,1.0,0.3,0.0,0.84,0.0,0.0,1,0
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.87,0.3,1.09,0.99,0.2,0.0,1.46,1.36,0.76,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.46,1.2,0.68,0.49,0.1,0.0,0.9,1.56,1.04,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.81,0.6,0.42,1.48,0.2,0.0,0.45,1.56,0.8,1,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.24,0.6,1.8,0.56,0.3,0.0,2.4,0.78,0.32,2,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1.32,0.3,0.0,0.89,0.2,0.0,0.0,0.72,0.4,0,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.0100000000000002,1.2,1.96,0.93,0.3,0.0,2.25,2.6,1.04,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1.32,1.2,0.0,0.74,0.1,0.0,0.0,0.0,0.0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.94,0.6,0.96,0.96,0.3,0.0,1.23,1.56,0.68,1,1
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.36,1.2,1.26,0.63,0.3,0.0,1.33,2.1,1.25,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.53,0.6,0.31,0.73,0.2,0.0,0.35000000000000003,0.0,0.0,1,0
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.69,1.2,1.6300000000000001,0.84,0.3,0.0,1.8900000000000001,2.21,0.88,1,1
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.82,0.3,0.9400000000000001,0.81,0.3,0.0,1.12,2.5,1.3,1,1
1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,3.4,1.2,2.74,2.4,0.3,0.0,2.93,2.0,1.82,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.27,0.6,0.48,0.8300000000000001,0.2,0.0,0.56,1.7,1.17,1,1
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.83,0.6,0.88,0.96,0.2,1.0,0.97,1.82,0.85,1,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.9,0.3,0.0,0.35000000000000003,0.1,1.0,0.0,0.88,1.0,1,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.96,0.6,0.0,0.27,0.2,0.0,0.0,0.9,1.3,0,1
1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.8900000000000001,0.6,0.52,1.19,0.3,0.0,0.64,1.3,0.44,2,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.46,0.3,0.45,1.3800000000000001,0.1,1.0,0.6,1.44,1.05,2,1
1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.66,0.6,2.05,0.37,0.3,0.0,2.74,0.65,0.16,0,1
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1.6300000000000001,0.6,0.0,0.8,0.1,0.0,0.0,0.64,1.6,1,1
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.79,1.2,0.85,1.21,0.1,0.0,1.11,1.1,0.52,2,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.87,1.2,0.0,0.34,0.2,0.0,0.0,0.0,0.0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.33,0.3,0.48,0.68,0.1,0.0,0.52,0.0,0.0,1,0
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.42,1.2,0.62,1.01,0.1,0.0,0.76,1.04,0.58,1,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.31,1.2,0.36,0.62,0.1,1.0,0.5,0.0,0.0,1,0
1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1.67,0.3,0.0,0.8,0.3,0.0,0.0,1.4000000000000001,0.9,0,1
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.85,1.2,0.36,0.35000000000000003,0.2,0.0,0.45,0.8,0.58,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.6400000000000001,0.6,0.47000000000000003,0.64,0.1,0.0,0.5700000000000001,2.21,1.69,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.33,0.6,0.8300000000000001,0.88,0.2,0.0,0.97,1.6,1.75,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.82,0.6,1.26,0.71,0.1,0.0,1.4000000000000001,2.1,1.32,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.5,0.6,0.52,0.64,0.2,0.0,0.5700000000000001,2.21,1.3,1,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.12,0.3,0.38,1.25,0.2,0.0,0.45,1.56,0.6,1,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.51,0.3,1.3,1.09,0.1,0.0,1.32,2.21,1.43,1,1
1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1.23,1.2,1.3800000000000001,0.9400000000000001,0.3,0.0,1.55,1.43,1.6,1,1
1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.94,0.6,0.49,0.9500000000000001,0.3,0.0,0.66,1.28,1.43,2,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.46,0.6,2.35,0.27,0.2,1.0,2.82,0.52,0.3,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.3800000000000001,0.3,0.36,0.58,0.2,0.0,0.49,1.75,1.0,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.31,0.3,1.84,0.9,0.1,0.0,1.84,1.82,0.97,1,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2.07,1.2,0.98,0.93,0.1,0.0,1.33,1.7,0.76,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.29,1.2,0.97,1.78,0.3,0.0,1.05,1.28,1.23,1,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.06,1.2,0.5,1.58,0.3,0.0,0.54,1.28,1.1,1,1
1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0.92,0.6,1.19,0.37,0.3,0.0,1.67,0.9,0.5,2,1
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2.22,0.6,1.31,0.85,0.2,0.0,1.4000000000000001,1.6,1.2,2,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2.0300000000000002,1.2,0.0,1.12,0.2,0.0,0.0,1.5,0.97,1,1
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3.54,0.6,2.29,1.73,0.2,0.0,2.54,2.5,2.0100000000000002,1,1
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2.83,0.3,2.62,1.1,0.3,0.0,3.0100000000000002,1.84,1.69,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3.2600000000000002,1.2,1.22,1.17,0.1,0.0,1.78,3.38,1.56,1,1
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.06,0.6,1.19,0.34,0.1,0.0,1.47,0.72,0.65,2,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.59,0.6,0.48,0.9,0.2,0.0,0.5700000000000001,0.7000000000000001,0.52,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,3.14,1.2,1.2,1.1500000000000001,0.1,0.0,1.68,2.9,1.6400000000000001,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.35,0.6,0.86,1.08,0.2,0.0,0.9500000000000001,1.69,0.65,2,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.74,0.3,0.5,1.12,0.2,0.0,0.72,1.12,0.6,2,1
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.92,0.6,0.31,0.41000000000000003,0.1,0.0,0.4,1.17,0.78,1,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.61,0.3,0.29,0.32,0.1,0.0,0.34,0.4,0.24,1,1
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.82,0.6,2.52,0.71,0.1,0.0,2.81,1.9000000000000001,1.2,2,1
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.1400000000000001,1.2,0.8300000000000001,0.68,0.2,0.0,0.98,1.1,0.97,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.77,0.6,0.14,0.63,0.2,0.0,0.14,1.36,0.84,1,1
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2.14,1.2,0.9500000000000001,0.84,0.2,0.0,1.16,1.68,1.04,1,1
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.34,0.6,0.35000000000000003,0.1,0.3,0.0,0.56,0.4,0.8,0,1
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0.71,1.2,0.0,0.42,0.2,1.0,0.0,0.0,0.0,1,0
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.71,1.2,0.67,1.1300000000000001,0.1,0.0,0.84,1.0,0.48,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.21,0.6,1.6300000000000001,1.51,0.1,0.0,1.8900000000000001,2.47,2.0100000000000002,1,1
1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1.35,0.3,1.84,0.98,0.2,1.0,2.18,1.1,2.6,1,1
1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2.16,0.3,0.97,0.8200000000000001,0.1,0.0,1.09,2.0,1.0,1,1
1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1.8900000000000001,1.2,0.0,0.7000000000000001,0.1,0.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,2.27,0.6,1.96,1.37,0.3,0.0,2.66,1.52,2.08,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.22,1.2,1.01,0.81,0.3,0.0,1.09,1.5,0.9,1,1
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.36,0.3,0.9,0.92,0.1,0.0,1.05,1.6,0.68,2,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.24,0.3,1.11,1.11,0.3,0.0,1.3,1.17,0.48,2,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2.43,0.6,0.0,0.7000000000000001,0.1,0.0,0.0,1.32,1.6500000000000001,1,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1.35,1.2,0.0,0.89,0.2,0.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.48,0.6,0.54,0.93,0.2,0.0,0.56,0.96,0.56,2,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,0.3,1.24,0.5,0.1,0.0,1.32,2.21,1.1,1,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.71,1.2,0.0,0.5,0.3,0.0,0.0,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2.31,0.6,0.0,0.66,0.2,0.0,0.0,0.0,0.0,1,0
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.9400000000000001,0.6,0.52,0.39,0.3,0.0,0.8,0.7000000000000001,0.45,2,1
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2.4,1.2,0.64,0.91,0.3,0.0,0.7000000000000001,2.0,1.25,1,1
1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.74,0.6,1.5,0.6900000000000001,0.1,0.0,1.84,2.34,1.43,1,1
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.67,1.2,0.45,1.42,0.3,0.0,0.5,1.82,0.76,1,1
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.36,1.2,0.9,0.84,0.1,0.0,1.22,2.08,1.1,1,1
1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.82,0.3,0.56,0.81,0.3,0.0,0.66,2.1,1.45,1,1
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.06,0.3,0.67,0.36,0.2,0.0,1.06,0.78,0.35000000000000003,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.82,0.3,2.52,0.63,0.1,0.0,2.66,2.73,1.75,1,1
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.97,1.2,0.73,0.41000000000000003,0.1,0.0,0.88,1.8,0.8,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9500000000000001,0.6,0.76,0.92,0.1,0.0,0.8300000000000001,0.9,0.44,2,1
1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1.59,0.6,0.6,0.78,0.1,0.0,0.71,0.8,0.7000000000000001,1,1
1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.93,1.2,0.47000000000000003,0.64,0.2,0.0,0.5700000000000001,1.36,0.76,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.61,0.3,0.0,0.38,0.1,0.0,0.0,0.0,0.0,1,0
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1.72,0.6,0.5,0.59,0.3,0.0,0.8,0.0,0.0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.71,0.3,0.9400000000000001,0.81,0.2,0.0,1.33,1.36,1.04,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.25,1.2,0.38,0.9500000000000001,0.3,1.0,0.42,0.0,0.0,0,0
0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0.66,0.6,0.58,0.47000000000000003,0.2,1.0,0.68,0.78,0.3,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.48,0.6,1.26,1.11,0.3,0.0,1.61,2.47,1.12,1,1
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,2.47,0.6,1.31,0.71,0.2,0.0,1.4000000000000001,2.08,1.32,2,1
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.92,0.3,1.19,0.34,0.3,0.0,1.47,1.04,0.44,1,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.47,1.2,0.65,0.9500000000000001,0.3,1.0,0.7000000000000001,1.6,1.0,1,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.53,0.6,2.57,0.36,0.2,1.0,3.08,0.78,0.4,1,1
1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,2.31,0.6,1.12,1.54,0.2,0.0,1.22,2.73,1.35,1,1
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.24,0.3,1.1500000000000001,0.92,0.3,0.0,1.44,2.2,1.3,1,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.95,0.6,0.6,1.08,0.1,1.0,0.65,1.6,0.84,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.77,0.3,0.8300000000000001,0.96,0.3,0.0,1.05,1.6,1.35,2,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.54,1.2,0.4,0.3,0.2,0.0,0.5,0.52,0.3,2,1
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1.96,0.3,1.52,1.55,0.1,0.0,1.69,1.2,0.85,2,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.87,1.2,0.0,0.36,0.2,0.0,0.0,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.3000000000000003,1.2,1.56,1.56,0.3,0.0,1.77,2.32,2.27,1,1
1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1.19,0.6,0.67,0.72,0.3,0.0,0.88,0.88,0.71,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.85,0.6,2.62,0.34,0.2,0.0,2.62,0.4,0.28,1,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8800000000000001,0.6,1.33,0.76,0.2,0.0,1.44,1.36,0.76,2,1
1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.46,0.3,0.8200000000000001,0.49,0.3,0.0,0.9,0.88,0.91,2,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.99,1.2,0.75,0.8,0.1,0.0,1.33,1.6,0.72,0,1
1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.6400000000000001,0.3,2.11,0.64,0.2,0.0,2.81,1.7,1.23,2,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.06,1.2,0.44,1.27,0.2,0.0,0.5,1.12,0.76,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,3.15,0.3,0.85,1.53,0.2,0.0,1.18,2.21,1.1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.22,0.3,0.6,1.52,0.3,0.0,0.64,1.12,1.17,2,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.85,0.6,0.2,0.9,0.1,1.0,0.22,1.6,0.92,1,1
1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1.71,0.6,0.74,0.75,0.3,0.0,1.22,1.3,0.9,2,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.7800000000000002,0.6,0.67,1.3900000000000001,0.3,0.0,0.99,2.16,1.95,2,1
0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.62,0.3,1.01,0.58,0.1,0.0,1.09,1.43,1.23,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.08,0.6,0.38,0.35000000000000003,0.1,0.0,0.5,0.0,0.0,1,0
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.92,1.2,1.26,0.92,0.2,1.0,1.82,1.52,0.88,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.73,1.2,2.21,0.65,0.2,0.0,2.54,2.21,1.25,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.48,0.3,0.9400000000000001,0.81,0.1,0.0,0.97,1.95,1.49,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.93,0.3,0.98,1.1400000000000001,0.2,0.0,1.4000000000000001,2.73,1.5,1,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.77,1.2,0.0,0.26,0.2,0.0,0.0,0.0,0.0,1,0
0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2.17,0.6,1.26,1.02,0.1,0.0,1.55,2.1,1.08,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.99,1.2,1.28,1.18,0.1,0.0,1.8900000000000001,2.86,1.82,1,1
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.6400000000000001,1.2,0.52,0.64,0.3,0.0,0.5700000000000001,1.6,1.49,2,1
1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.15,0.6,1.01,0.76,0.3,0.0,1.37,1.95,0.72,2,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.12,1.2,0.48,0.63,0.2,0.0,0.52,1.17,0.65,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.47,1.2,0.86,1.08,0.3,0.0,0.9500000000000001,1.04,0.84,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2.62,1.2,1.79,1.16,0.1,0.0,2.48,2.0,1.55,2,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.4000000000000001,1.2,0.36,0.66,0.2,0.0,0.43,0.8,0.52,2,1
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.06,0.6,2.62,0.99,0.1,1.0,3.0100000000000002,2.0,0.8,2,1
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.8800000000000001,0.6,0.53,1.05,0.2,0.0,0.62,2.6,1.25,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,2.0300000000000002,0.6,1.08,0.92,0.2,0.0,1.18,1.2,0.72,1,1
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.84,0.6,0.35000000000000003,0.29,0.3,0.0,0.49,0.9,0.15,1,1
1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.9,0.6,0.23,0.75,0.1,0.0,0.25,0.7000000000000001,0.32,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2.49,1.2,1.0,0.76,0.3,1.0,1.0,2.5,2.05,1,1
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1.1500000000000001,1.2,1.56,0.75,0.1,0.0,1.94,0.72,0.65,1,1
1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9500000000000001,0.3,0.31,0.48,0.1,0.0,0.35000000000000003,0.91,0.52,1,1
1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.59,1.2,1.58,0.68,0.3,0.0,1.84,2.21,0.88,1,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.9400000000000001,0.6,0.48,0.44,0.3,0.0,0.71,0.56,0.52,2,1
